token,count
演出,4285
传统,4283
走来,4282
超过,4277
光明,4274
遭到,4274
台阶,4273
一团,4272
归,4272
林,4269
魔鬼,4268
祖父,4265
师傅,4263
打着,4259
养,4254
贴,4254
亲戚,4250
足以,4246
大爷,4245
写信,4240
有点儿,4234
绕,4234
狼,4233
思索,4230
回事,4227
左,4226
邀请,4224
房门,4223
使劲,4221
悄悄,4216
歌,4216
骗,4216
类似,4213
一笔,4212
热烈,4212
开门,4211
神气,4201
这天,4201
章,4198
去世,4197
表演,4197
胸前,4195
之所以,4191
较,4190
移动,4188
犹如,4187
惩罚,4186
集中,4186
一首,4184
他俩,4184
国,4184
调查,4184
无人,4182
大小,4180
表面,4177
演员,4176
喝道,4169
补充,4168
停下来,4167
肯,4164
座位,4163
惊奇,4163
细,4157
烦恼,4156
闭,4156
叶子,4152
粗,4152
一一,4149
双方,4149
里边,4148
大多数,4143
笑了笑,4140
工厂,4139
半晌,4137
闻,4136
公子,4135
处于,4135
斜,4135
身材,4135
车站,4135
舌头,4133
院长,4130
设法,4129
顿,4129
最高,4128
经济,4127
鞋,4122
矣,4120
羊,4120
银行,4118
平,4115
采取,4115
怒,4114
极为,4113
睁,4113
砸,4113
打死,4107
当地,4105
杏园,4105
次,4105
观点,4105
毛病,4102
埋,4100
显出,4099
肉体,4096
嫁给,4095
遥远,4094
小姑娘,4089
一匹,4088
无疑,4087
显示,4087
整整,4086
礼,4085
任,4083
气息,4076
伊,4074
埃,4074
牌,4074
咋,4073
书房,4072
掌握,4069
偏偏,4067
温和,4067
默默地,4067
几步,4064
胖,4061
舅舅,4060
自身,4058
桥,4056
该死,4053
车上,4053
故,4049
和平,4047
新鲜,4047
每当,4047
舞台,4045
眼中,4043
透过,4038
阴影,4038
即将,4034
真理,4033
印度,4030
无限,4029
暗暗,4027
犹豫,4027
痛,4025
威胁,4024
决不会,4023
过于,4023
坚决,4020
喜爱,4018
害,4018
这回,4018
一行,4014
台上,4011
树枝,4010
交,4007
惹,4005
缺乏,4004
圆,4003
估计,4001
返回,3996
先前,3994
吸,3990
散,3990
班,3990
一惊,3989
长时间,3989
军,3984
几句话,3982
议论,3979
规矩,3978
断,3977
阁下,3974
松,3972
额头,3972
一棵,3971
攻击,3970
今,3969
单独,3967
说来,3966
骄傲,3964
几分,3963
穷,3960
即便,3957
君,3957
称为,3957
而言,3956
所在,3951
家族,3949
欢喜,3949
着手,3948
东,3947
乃,3941
必然,3941
公园,3940
哈哈,3937
大地,3937
若是,3936
脚步声,3935
喘,3933
肩上,3929
图,3928
理智,3928
一类,3927
尾巴,3924
人影,3923
抱住,3918
高声,3916
外边,3915
玉,3914
记者,3914
哥,3913
科夫,3911
人间,3910
停下,3910
摔,3910
群,3906
地球,3905
得出,3905
职业,3904
锅,3903
力,3901
痛快,3895
两边,3893
砍,3893
试图,3892
初,3891
一看,3890
铁花,3890
嫌,3888
朱,3887
一圈,3885
九,3884
笑话,3881
注,3878
蜡烛,3877
光芒,3876
哈,3874
地狱,3874
指挥,3872
方才,3870
确,3870
火焰,3869
刺,3868
离婚,3868
不远,3864
明明,3864
神甫,3864
快要,3863
招,3860
恋爱,3858
透,3858
波,3856
吕西安,3853
老头子,3843
少爷,3842
现象,3842
万一,3841
空间,3838
八,3837
景象,3834
喉咙,3829
上次,3820
清晰,3820
棺材,3818
传说,3815
南,3810
速度,3810
具体,3806
各位,3804
爹爹,3803
拿来,3800
保罗,3796
眼镜,3796
高贵,3795
猛地,3793
皇上,3792
十,3791
足,3790
这般,3790
教士,3788
膝盖,3784
落到,3784
围着,3783
深处,3783
虽说,3781
学者,3777
意志,3776
彼得,3774
大道,3773
邻居,3773
法子,3772
古代,3771
耳,3769
衣裳,3768
身穿,3768
着急,3766
村庄,3765
更为,3764
省,3757
黄昏,3757
还给,3750
元,3748
场面,3744
朝着,3744
台,3743
封,3737
水面,3737
但愿,3736
模糊,3736
屋,3735
清醒,3734
来回,3733
取得,3731
论,3730
一八,3728
千万,3728
出口,3727
一招,3726
东京,3726
混乱,3726
一段时间,3723
搂,3720
一方面,3719
冷静,3719
双,3712
姿势,3712
怔,3712
画家,3712
富有,3710
告别,3708
基,3707
钻,3705
光荣,3703
稍,3701
兹,3699
婚姻,3699
过分,3697
党,3695
矮,3694
树上,3690
口中,3689
队,3683
奴隶,3681
表明,3678
不止,3676
钟头,3676
大胆,3675
丁,3672
上官,3672
你好,3670
难得,3670
燃烧,3669
好些,3667
寄,3666
他人,3665
越是,3663
严厉,3659
遗憾,3658
离去,3657
在场,3656
有意,3656
眼见,3656
不满,3655
商人,3654
今后,3653
很久,3653
好事,3651
印,3650
汗,3649
发誓,3648
索,3647
往前,3646
修道院,3642
抱怨,3642
一日,3641
两手,3640
地步,3638
停住,3634
架,3632
整天,3630
观念,3627
深刻,3626
依,3625
店,3624
西班牙,3622
儿童,3621
大量,3620
两眼,3618
伙计,3617
免得,3617
挖,3615
罪,3615
齐,3614
伙伴,3612
疯子,3610
悄悄地,3608
时常,3605
站住,3604
之内,3602
双眼,3602
县,3600
汤姆,3599
先是,3593
戏剧,3589
把头,3589
相比,3588
乘,3587
以上,3586
干活,3586
嗓子,3585
拳头,3585
糟糕,3583
咳嗽,3582
乡下,3580
很好,3579
正式,3578
艺术家,3576
楼下,3574
第二个,3573
受不了,3571
尽头,3567
出生,3566
别说,3566
子弹,3562
寂静,3561
丰富,3559
软,3559
克尔,3556
老鼠,3552
嘿,3549
发抖,3548
更多,3548
蛇,3547
学问,3546
手掌,3546
责备,3545
婆婆,3544
来得,3544
理,3542
混,3541
竭力,3541
制造,3538
证据,3538
扫,3537
向来,3536
块,3536
光线,3535
拥抱,3534
奇迹,3532
他妈的,3531
时光,3527
这份,3527
周,3526
去过,3525
处境,3522
不至于,3520
梦想,3512
这会儿,3512
效果,3511
庄严,3510
西方,3510
苦笑,3509
想必,3508
便宜,3507
城堡,3507
通红,3507
不耐烦,3504
自信,3504
不妨,3503
沾,3501
午饭,3500
青春,3500
汤,3496
经理,3494
驴,3494
瞧见,3493
下巴,3490
喜悦,3490
教训,3489
不大,3488
反复,3488
家人,3486
天才,3485
色彩,3484
不在乎,3483
受伤,3483
行李,3483
一封信,3481
后边,3479
身影,3479
机器,3477
对手,3476
教会,3474
时而,3472
进步,3471
喜,3468
一趟,3466
展开,3466
分明,3465
傻瓜,3462
没见,3461
瞎,3461
秉,3461
忧郁,3460
冒险,3459
手下,3459
衬衫,3459
嘲笑,3458
期待,3458
歌声,3458
狠狠,3457
餐厅,3457
县长,3454
欠,3452
上下,3451
激烈,3451
新闻,3450
前去,3445
科,3445
宝玉,3443
接到,3443
这方面,3441
偏,3440
护士,3440
从小,3438
看不到,3437
起初,3437
供,3436
哈哈大笑,3435
手腕,3431
莫非,3430
过后,3427
愈,3425
描述,3425
撒,3425
刺激,3424
老百姓,3423
史,3421
岩石,3421
一封,3418
正当,3418
眉毛,3415
东方,3413
原本,3412
赞成,3412
极大,3410
各人,3409
纯洁,3409
这块,3409
只管,3408
中学,3407
摇晃,3401
本能,3401
一致,3399
英,3398
单,3397
百姓,3394
友谊,3392
香烟,3392
鲜血,3392
黄蓉,3391
家具,3389
重大,3389
例如,3388
尊重,3388
解开,3387
迎接,3386
公开,3383
商店,3382
寡妇,3382
黑夜,3382
一动,3381
露,3380
糊涂,3379
欺骗,3375
迪,3374
没事,3372
分析,3370
山谷,3370
乃是,3369
提高,3369
斯佳丽,3369
拉开,3368
皱,3368
一点点,3367
本事,3367
良心,3367
叫声,3366
演,3364
文件,3362
加入,3361
边上,3360
奇,3357
得知,3357
四处,3355
独立,3352
意味着,3349
爵士,3349
佩服,3348
假装,3347
谨慎,3345
阻止,3345
甲,3344
向着,3343
公路,3340
听听,3340
灰,3338
义,3337
昆,3337
可见,3334
指出,3333
避免,3332
打击,3330
要么,3330
天堂,3329
原先,3328
垂,3327
黄色,3327
翻译,3325
出身,3324
逃走,3323
几位,3320
多半,3320
室,3319
统治,3319
酒杯,3318
滋味,3317
隔壁,3316
没错,3315
秋天,3313
阅读,3312
天生,3308
姓名,3308
不吃,3307
醉,3305
颗,3305
标准,3303
格,3303
形状,3302
抚摸,3301
法郎,3301
唱歌,3300
小声,3296
询问,3292
南宫,3289
带有,3287
翅膀,3286
青,3286
格外,3283
昂,3280
不觉,3279
引,3279
来往,3279
长剑,3275
反映,3273
臭,3268
每年,3266
规定,3266
选,3266
充分,3265
一脚,3264
指望,3264
犹太人,3264
哭泣,3263
然,3263
市长,3262
耐心,3262
声道,3261
骨头,3261
玛,3259
陌生人,3259
惊人,3258
姿态,3257
礼貌,3257
接下来,3256
等候,3256
昨晚,3255
区别,3254
当着,3254
有力,3254
克丽丝,3253
北平,3253
往后,3250
煮,3249
痕迹,3249
拿到,3247
一刻,3244
张开,3243
南京,3241
谈起,3241
厕所,3239
杯子,3239
莫名其妙,3239
觉新,3239
称呼,3237
次郎,3236
姑姑,3234
共产党,3233
利益,3232
坚定,3232
记录,3231
实,3230
肩头,3229
好几个,3227
伤口,3225
分开,3225
稍微,3224
位,3223
挥,3222
支,3222
抛弃,3220
残酷,3218
举动,3216
悲剧,3216
其它,3215
仇恨,3214
反抗,3213
树叶,3212
何,3210
来不及,3210
耳边,3210
美的,3209
部长,3209
死者,3207
裙子,3207
服务,3203
婚礼,3202
谢,3202
叙述,3201
裹,3201
捉,3200
固然,3198
往前走,3198
不及,3195
弹,3193
斗,3191
纽约,3191
地站,3190
讲究,3188
原则,3187
骑马,3184
同伴,3183
并未,3182
河水,3181
脑,3179
右,3178
梅,3178
添,3177
朱七七,3176
牵,3175
神态,3175
罪恶,3174
事先,3172
带走,3172
祖国,3171
背着,3171
居民,3168
一动不动,3167
主教,3165
将要,3165
为止,3164
维持,3164
语,3164
小人,3163
上前,3162
不便,3162
老头儿,3161
通,3161
微微一笑,3160
银子,3160
明确,3157
北方,3155
一排,3154
居住,3154
迎,3153
天使,3152
钉,3150
人才,3149
丝,3148
田野,3146
问问,3146
艰难,3144
静静地,3144
人员,3142
多次,3142
适合,3142
脑子,3141
要紧,3139
激情,3137
成熟,3135
手枪,3135
棵,3134
几分钟,3133
啤酒,3133
平日,3133
合,3132
面上,3131
不料,3128
后退,3128
枕头,3128
段,3128
侮辱,3127
各个,3127
坟墓,3125
话语,3125
那次,3124
回过,3123
大衣,3123
不对,3119
天地,3119
利,3118
细节,3117
他家,3116
性质,3112
象是,3112
矛盾,3111
近来,3107
制服,3105
第二次,3105
二十年,3104
修,3104
荣誉,3104
绝不会,3102
动身,3101
生产,3101
几下,3100
含,3100
厚,3099
尴尬,3099
清晨,3098
开来,3096
贼,3094
呻吟,3092
轻声,3091
一脸,3090
一碗,3089
冯,3089
不知不觉,3088
钻进,3086
披,3084
柔软,3081
不由,3080
地里,3080
溜,3079
维尔,3079
小屋,3078
抬起头来,3077
当天,3075
登时,3075
车夫,3074
区,3072
心事,3072
山姆,3071
手势,3071
院,3071
警告,3069
避开,3069
锁,3065
深深地,3064
妓女,3063
战场,3062
上班,3061
修士,3061
偷偷,3060
木头,3059
开会,3056
雪白,3053
缺少,3049
往常,3048
正义,3048
叶,3045
李寻欢,3045
笔,3044
剩,3043
市场,3043
老太婆,3041
碰上,3040
处在,3039
范围,3039
揉,3037
有名,3037
袁承志,3037
嫉妒,3035
谁知,3032
整理,3029
从事,3026
宝贝,3024
当即,3023
金钱,3021
庄园,3019
解放,3018
男爵,3017
搁,3016
视线,3016
喊叫,3013
莉,3013
希腊,3012
无力,3009
粮食,3009
做梦,3008
乔,3005
博,3005
孙,3003
算了,3003
维,3003
越过,3003
镇,3003
理会,3001
嘴角,2999
结论,2998
叫作,2995
夫妻,2995
个个,2994
付,2994
或者说,2994
没关系,2994
英国人,2992
捡,2991
英语,2990
乐趣,2989
星星,2989
为难,2987
稍稍,2987
风格,2987
旁人,2985
猛,2984
美妙,2984
冲动,2983
证实,2982
准确,2981
小时候,2981
毛主席,2979
保留,2977
疼痛,2977
寻,2976
开车,2976
之际,2975
尼,2973
往事,2973
一路上,2972
乐,2972
娃娃,2971
春,2971
轻易,2969
有的是,2968
祖母,2968
面子,2964
收入,2963
胖子,2962
二十,2961
表,2961
小心翼翼,2960
展白,2960
唐吉诃德,2959
大汉,2959
大会,2956
持续,2956
节,2956
临时,2955
倾听,2955
好不好,2954
连连,2954
不要紧,2953
安妮,2953
高尚,2953
前往,2952
有意思,2952
河边,2952
玩笑,2952
苦恼,2952
企图,2951
俱乐部,2951
横,2951
编,2951
长期,2951
也罢,2949
一批,2948
军人,2948
不可思议,2946
冷淡,2946
天主,2944
时分,2943
耶稣,2938
自行车,2934
亲王,2933
灾难,2933
老汉,2932
进攻,2932
不信,2931
鸡蛋,2929
迷人,2928
第三,2927
运气,2926
南方,2925
犯人,2924
一所,2923
一顶,2923
尽力,2923
比尔,2922
抱歉,2920
家乡,2919
幸运,2919
上学,2918
纯粹,2917
地主,2916
要不是,2916
唐,2915
暗中,2914
伏,2913
射,2912
客,2911
上校,2907
亲人,2907
琴,2907
自言自语,2907
舒适,2907
崇拜,2906
木兰,2906
解,2905
阶级,2905
前后,2904
宁静,2904
当成,2904
组成,2902
行走,2901
代替,2899
苏联,2899
况且,2898
对话,2897
镇上,2896
抖,2895
结合,2895
叔,2889
外表,2889
除,2889
以致,2888
遭遇,2887
主动,2885
反倒,2883
结实,2883
叫喊,2880
水手,2878
练,2878
山坡,2877
讲述,2877
接待,2875
胸膛,2874
酒店,2874
在内,2873
俄国,2872
强盗,2871
不快,2868
歇,2866
损失,2865
此地,2865
王子,2865
技术,2864
无意,2864
全国,2860
争论,2859
码头,2859
老先生,2859
刮,2857
同一,2857
装饰,2857
说服,2857
详细,2856
遭,2855
训练,2854
布置,2853
尚,2852
报复,2851
西夏,2851
胡同,2850
仪式,2849
顺利,2849
转动,2848
倒霉,2846
岁月,2846
大臣,2845
进门,2845
鼓励,2843
不顾,2842
隐藏,2842
共,2840
羡慕,2840
脸颊,2838
荒唐,2838
下车,2837
莫须有,2837
趁,2837
有事,2836
赞美,2836
靠着,2836
农村,2834
动人,2834
握住,2834
服装,2831
看不出,2829
团长,2828
盘子,2827
受过,2826
鞋子,2826
边缘,2823
拿破仑,2822
生长,2822
管理,2820
剑法,2819
载,2819
后者,2818
角落,2817
官员,2816
拜访,2814
类,2814
化,2813
永久,2812
而后,2812
肮脏,2812
做好,2811
凑,2808
哲学家,2806
市,2805
响声,2804
想像,2802
晚餐,2802
卡尔,2801
拽,2800
魅力,2800
胡秉宸,2799
买卖,2798
这家,2798
同一个,2797
给予,2796
望去,2795
味,2794
基本,2793
冰冷,2791
海上,2791
宁愿,2790
集,2790
怜悯,2788
沉,2788
五月,2786
大腿,2785
开头,2785
拐,2785
珍珠,2783
苏,2783
乡村,2781
得罪,2779
有如,2779
电报,2779
诗歌,2778
武林,2777
体会,2775
店里,2773
天亮,2772
不足,2768
地毯,2767
大嫂,2767
电视,2767
毕,2766
要死,2766
一小,2765
野兽,2764
哎呀,2763
涂,2763
嫂子,2762
小船,2762
五年,2761
左边,2760
爆发,2760
圣经,2759
生存,2759
升起,2758
执行,2758
双臂,2757
抛,2756
生怕,2755
窗帘,2755
前途,2754
岛上,2753
消灭,2753
照着,2753
落下,2751
上衣,2749
总会,2749
角落里,2749
财富,2749
惟一,2746
完美,2745
泪,2745
起床,2745
略,2743
小学,2742
此后,2742
愣,2741
亲热,2740
单位,2740
忆秦娥,2740
无论是,2740
老大,2740
进一步,2740
打了个,2739
木板,2738
相似,2738
儿女,2735
信心,2734
凝视着,2734
想来,2734
物质,2734
一瞬间,2733
否认,2733
握手,2733
阳台,2732
大吃一惊,2730
忘掉,2730
远方,2730
扇,2726
书籍,2725
别墅,2724
本领,2724
写出,2723
法庭,2723
酒吧,2723
全世界,2722
抽屉,2721
歪,2720
登上,2720
线,2720
柜台,2719
这部,2719
办事,2718
所有人,2717
乡,2715
公爵夫人,2712
心脏,2712
留给,2712
六个,2711
毁灭,2710
暗示,2709
路边,2709
嫁,2708
观看,2708
鸟儿,2708
做法,2706
担任,2706
答,2706
发现自己,2705
无非,2705
善于,2704
杰克,2703
做事,2702
资格,2700
侧,2698
分手,2697
整齐,2697
二哥,2696
掷,2696
迟疑,2696
黄金,2694
慢,2692
油,2692
精灵,2692
绝,2690
专家,2688
差点,2688
无所谓,2688
知识分子,2688
古义,2685
摆在,2685
发疯,2681
赢,2681
张望,2680
样,2680
手帕,2679
里头,2679
高手,2679
从没,2678
右边,2678
眨,2678
乐意,2675
投,2673
状况,2673
西门,2673
首,2673
茫然,2669
半夜,2668
奔跑,2668
缠,2668
举止,2667
柔和,2667
著,2667
设计,2664
北,2663
进屋,2663
每人,2662
狮子,2662
鲜花,2662
再度,2661
不理,2660
留下来,2660
手套,2659
眉头,2659
浮现,2658
答案,2658
份,2657
所长,2657
模仿,2657
体验,2656
宣传,2655
打仗,2655
滑稽,2655
看清,2655
大大,2653
指示,2653
一家人,2652
箭,2651
一项,2650
嗨,2649
团,2649
季节,2649
旋转,2649
不已,2648
兰德,2648
尖,2648
委屈,2647
就行了,2646
输,2646
沙漠,2644
重庆,2643
同事,2642
暗,2642
肌肉,2642
一瓶,2640
忏悔,2640
打破,2640
看守,2640
人会,2639
朦胧,2639
地想,2638
打发,2638
胜,2637
严格,2635
比赛,2635
神经,2633
行人,2633
县城,2632
姆,2632
猜想,2631
逃跑,2630
疲倦,2627
闻到,2627
题目,2626
信封,2625
甩,2624
古,2623
基础,2622
大姐,2622
挡住,2622
泥土,2621
猛然,2621
料到,2619
色,2619
成就,2618
麻子,2618
清清楚楚,2617
天真,2616
机关,2616
湿,2615
包围,2614
教主,2613
花园里,2613
例子,2610
图书馆,2610
大自然,2610
保存,2609
苍蝇,2606
勒,2605
伯爵夫人,2604
辛苦,2604
口吻,2602
寒冷,2601
尽可能,2601
外套,2600
名称,2599
唔,2599
虔诚,2599
动静,2598
工具,2598
聚集,2597
光辉,2596
基督,2594
把握,2594
歌唱,2594
告,2592
相对,2592
另一方面,2591
无知,2591
真相,2591
一架,2590
编辑,2589
苦难,2589
就是说,2588
凉,2587
奇特,2586
舞,2586
飞快,2585
一共,2584
八月,2584
君子,2584
服从,2584
岛,2583
火光,2582
随意,2582
部,2581
穷人,2580
吊,2578
查尔斯,2577
尖叫,2576
抽出,2576
何等,2575
克莱德,2574
老朋友,2574
交往,2573
凄凉,2572
跪下,2572
还好,2572
就此,2570
成立,2570
朝廷,2570
强大,2568
劲儿,2566
放开,2565
物,2565
胸脯,2565
香味,2565
贵,2564
不来,2563
越发,2563
牙,2562
结,2562
早饭,2560
吵,2559
曹,2559
女仆,2558
登,2557
迟,2557
光景,2556
股,2555
小路,2554
掠过,2554
斐,2554
院里,2554
未曾,2553
丧失,2549
克莱尔,2549
脏,2549
大娘,2548
杯,2548
巴,2547
掩饰,2547
金色,2547
俱,2546
监视,2546
密斯,2545
一朵,2544
也就是说,2544
盼,2540
被子,2540
形容,2539
放进,2538
象征,2537
猴子,2536
不堪,2535
剧本,2532
哇,2532
槽,2531
一切都是,2528
恳求,2527
何处,2526
小小,2526
探,2526
车厢,2526
黑人,2525
前辈,2524
查,2524
抗战,2523
漆黑,2523
潮湿,2522
从中,2520
吃晚饭,2520
设想,2518
熟人,2516
来信,2515
优秀,2514
宿舍,2514
热爱,2514
无情,2511
伸出手,2510
走动,2510
挣,2509
这笔,2509
七月,2508
感兴趣,2508
高明,2508
敞开,2507
散发,2507
小事,2505
尼亚,2504
长久,2503
光彩,2502
如果说,2502
难看,2502
委员会,2501
沉吟,2501
凡,2500
身形,2499
冲着,2497
那年,2495
邪恶,2495
一再,2493
女郎,2493
招待,2493
马丁,2490
香港,2489
宴会,2487
惊醒,2487
投入,2487
司令,2486
课,2485
好久,2483
牛奶,2480
特点,2480
不由自主,2479
成员,2478
以往,2477
桑乔,2477
夜色,2474
女主人,2474
局长,2474
庄子,2473
植物,2473
赚,2472
那块,2472
构成,2471
体面,2469
高高的,2468
恨不得,2467
门上,2467
仗,2466
甜蜜,2465
巧妙,2464
遭受,2464
水里,2463
精力,2463
凭着,2462
外国人,2462
呼唤,2460
照例,2459
童年,2459
巳,2458
不怎么,2457
厉声,2457
数字,2457
遇上,2456
十字架,2455
试试,2455
